0;35;-66;-80;-0.016217176771880615
0;39;0;75;-0.05721237122334055
0;30;26;109;-0.04779383157698125
0;14;21;41;-0.018684137495058373
0;41;37;-49;-0.07038669531744834
0;17;-19;-37;-0.018617773567249918
0;15;-20;-125;-0.016439258475903884
0;42;46;15;-0.05001074000054728
0;31;93;-48;-0.016579353392531804
0;44;-93;84;-0.05611032021065987
0;22;37;70;-0.016356698515681112
0;26;-85;103;-0.05810830815158574
0;19;-98;22;-0.01690059305544156
0;33;54;-50;-0.05377526512939168
0;16;-29;118;-0.016325443671859174
0;3;-94;-80;-0.016111252604483095
0;20;74;-45;-0.017531681734549664
0;27;58;-33;-0.015674151400190017
0;25;77;89;-0.051775664846736236
0;24;60;-40;-0.055566943802552116
0;23;-81;74;-0.016610412594174173
0;43;48;11;-0.051798064649240194
0;29;17;-117;-0.01812478516440552
0;36;10;57;-0.05659042499635403
0;5;-44;-78;-0.015724141681140336
0;12;99;119;-0.016905444120465907
0;32;-94;67;-0.016301215274767245
0;0;-75;122;-0.05614379923387369
0;13;63;93;-0.061792211659705054
0;11;-35;-30;-0.06797753064453715
0;8;101;34;-0.01648770703943625
0;2;89;-116;-0.01726802416383766
0;4;73;81;-0.04989179228653107
0;45;-91;1;-0.01548791766796731
0;1;43;-71;-0.01718483715044461
0;37;-69;-39;-0.017052461323516344
0;28;47;122;-0.01675551742433412
0;10;80;105;-0.01717837931173971
0;6;87;107;-0.04448301922556275
0;34;37;-23;-0.06703966531263106
0;40;25;98;-0.04879100690684712
0;18;105;-90;-0.016622275185626867
0;9;34;4;-0.05811980010989348
0;7;-97;85;-0.09399021105355909
0;21;55;-99;-0.018262319300614838
0;38;-11;-65;-0.017075711775744074
1;6;87;107;-0.07761612971061971
1;45;-73;6;-0.030728028653247086
1;0;-64;119;-0.06960021953600692
1;12;101;108;-0.07189354928714153
1;24;62;-30;-0.10627252660289677
1;13;72;99;-0.11930512081479194
1;16;-26;103;-0.03238968024496858
1;41;30;-35;-0.08768412174068141
1;19;-83;22;-0.08233096762687864
1;43;57;-5;-0.10944616267861229
1;10;91;102;-0.13807837442549686
1;15;-29;-112;-0.03261548881619336
1;32;-81;64;-0.10974037433552142
1;33;64;-45;-0.09555861318491432
1;2;104;-116;-0.0342597599410539
1;39;-3;89;-0.07334015551735518
1;40;33;81;-0.06340049505019418
1;44;-96;69;-0.11911212482446931
1;35;-59;-90;-0.03217487871541114
1;5;-59;-87;-0.07544916588898831
1;7;-98;74;-0.13818070850016873
1;20;72;-58;-0.06240605202737637
1;9;51;13;-0.11093987435315977
1;34;34;-40;-0.0818750235194301
1;4;58;84;-0.06471456191436409
1;23;-96;78;-0.12993101159352072
1;17;-16;-25;-0.08683766821729133
1;25;87;84;-0.14800420972232164
1;28;31;122;-0.06983095881676615
1;14;33;36;-0.03706932879019598
1;11;-44;-39;-0.08415603313629483
1;18;104;-102;-0.06994655748574174
1;42;52;23;-0.10105071671027832
1;37;-81;-42;-0.033832083265856294
1;27;72;-32;-0.10016156240038254
1;30;33;121;-0.09688159978890509
1;22;46;81;-0.032451689855111376
1;3;-95;-95;-0.03196472516729443
1;1;59;-79;-0.034094716906482025
1;31;103;-52;-0.032893437130782965
1;36;19;47;-0.10663953185719155
1;38;-23;-78;-0.03387821216307629
1;8;108;32;-0.03271161076624152
1;29;29;-119;-0.03595957376618042
1;26;-74;90;-0.07281830802315414
1;21;49;-84;-0.036232441492419776
2;23;-96;67;-0.1444625280021985
2;6;87;107;-0.14363943458933603
2;19;-99;27;-0.09791426520029012
2;9;62;19;-0.1261533765521221
2;41;24;-22;-0.10470478934114258
2;10;78;105;-0.18776843782635466
2;12;103;117;-0.1148761308379671
2;5;-43;-83;-0.08996612091590483
2;13;74;118;-0.16669518637204195
2;3;-95;-113;-0.047564542169100776
2;0;-78;123;-0.0828413371133061
2;15;-21;-106;-0.04853289947103823
2;42;57;11;-0.11510078614994457
2;17;-34;-27;-0.10406603909306456
2;24;52;-24;-0.1215625058872829
2;44;-86;74;-0.16522665141758408
2;29;24;-123;-0.05350900575032691
2;43;40;2;-0.12569873137697452
2;45;-64;-1;-0.09374368581156678
2;2;100;-105;-0.08735610404701344
2;22;55;80;-0.09431564506770529
2;28;16;121;-0.08546918090003197
2;37;-74;-28;-0.050343231257118815
2;4;55;71;-0.12459022722299284
2;38;-34;-89;-0.08565182047894859
2;32;-91;61;-0.16959086553464153
2;7;-104;63;-0.15119499296191552
2;30;21;115;-0.10918135965850106
2;33;64;-45;-0.16340564562354754
2;39;13;85;-0.08920989526266554
2;18;92;-115;-0.08544968775159678
2;8;102;17;-0.04867593203341791
2;40;42;70;-0.111487868032346
2;36;30;49;-0.1219972423779142
2;35;-52;-101;-0.09142168672075335
2;1;48;-75;-0.09793527236900945
2;11;-45;-55;-0.10007567958818442
2;27;80;-18;-0.14654142227720346
2;21;50;-99;-0.10036105577122112
2;25;98;87;-0.16258380519915783
2;14;37;55;-0.13188408195658186
2;16;-17;109;-0.0481968890329082
2;31;86;-52;-0.08951288196087182
2;20;80;-50;-0.11885656117823118
2;34;30;-29;-0.09647301599492031
2;26;-65;77;-0.08729294789677744
3;27;64;-20;-0.15987091092095818
3;13;74;118;-0.19494448026018085
3;34;38;-20;-0.1478081523659669
3;41;17;-29;-0.12145312625999649
3;14;28;66;-0.14845807414033496
3;40;29;74;-0.19518286728127776
3;42;62;-4;-0.15969092354698822
3;10;74;121;-0.20194252213287267
3;45;-56;14;-0.10773170450654901
3;23;-80;68;-0.15876154014833743
3;25;111;91;-0.17693012714836465
3;24;58;-11;-0.2150288540714569
3;6;99;110;-0.21585958515143022
3;30;25;98;-0.12128432337018347
3;5;-36;-90;-0.13892691343017238
3;19;-99;12;-0.11324823001252704
3;37;-89;-16;-0.06659020088052114
3;22;46;93;-0.10916329326230312
3;4;53;88;-0.17139007235455528
3;20;65;-52;-0.13448653793392906
3;43;51;-12;-0.18347541337640705
3;15;-23;-87;-0.1103372405782922
3;21;39;-107;-0.11701759817949631
3;36;41;53;-0.13710922953030524
3;38;-49;-83;-0.18844216569387695
3;18;84;-125;-0.10070476793319805
3;16;-29;110;-0.06375118248024081
3;33;64;-34;-0.17536255447527993
3;8;89;26;-0.06438482416031943
3;31;68;-45;-0.14175175557653075
3;1;47;-87;-0.1135531451615499
3;39;8;74;-0.13179450496688416
3;11;-46;-71;-0.11574061169684369
3;2;94;-90;-0.10322643054609892
3;9;51;5;-0.17060863153842154
3;3;-95;-116;-0.06291476209887825
3;32;-93;71;-0.1831786269608544
3;26;-53;79;-0.10153599353242282
3;7;-91;58;-0.1640010488722743
3;28;33;119;-0.10085719142996552
3;12;106;120;-0.12994355686502557
3;44;-89;60;-0.18044080416935804
3;29;10;-110;-0.07077764682272703
3;17;-26;-33;-0.12101875603482548
3;35;-60;-114;-0.14719092828481573
3;0;-80;112;-0.09587059680936849
4;6;92;103;-0.22659649355935674
4;24;69;-10;-0.2987077461675466
4;17;-14;-43;-0.13770022950551808
4;27;74;-27;-0.20325975890973025
4;10;87;108;-0.21588982109048638
4;23;-82;49;-0.17283176810013812
4;39;-4;87;-0.14672897512100214
4;3;-90;-104;-0.07801937850977925
4;30;13;91;-0.15684381625507127
4;11;-47;-89;-0.16255551983782057
4;33;60;-25;-0.24783888722257597
4;34;48;-26;-0.16135121477991254
4;45;-74;12;-0.12149591490241152
4;4;43;82;-0.18426886950129995
4;36;53;55;-0.151979424888258
4;14;42;54;-0.16476688244914794
4;18;68;-123;-0.11571576683189377
4;22;55;107;-0.12377337908578745
4;7;-73;51;-0.17660220788806735
4;16;-45;119;-0.07905660723241614
4;20;65;-63;-0.14986643506153585
4;19;-93;26;-0.12833685138776818
4;37;-91;-6;-0.08257721898994907
4;9;56;21;-0.18486743362241975
4;15;-27;-71;-0.12501110320494346
4;13;58;115;-0.20806495167682748
4;29;2;-118;-0.08776998963796889
4;32;-92;59;-0.19654898420424793
4;43;56;-29;-0.2637865999459733
4;1;36;-81;-0.1289211319894097
4;31;67;-34;-0.156063080879838
4;8;76;34;-0.0798423740131905
4;42;50;-16;-0.21417190860793833
4;28;26;108;-0.1159989937914202
4;41;34;-27;-0.1379334897881488
4;26;-45;70;-0.11555115043789788
4;5;-41;-101;-0.15242822449643
4;38;-56;-98;-0.23340100792543828
4;25;93;88;-0.19104690794638413
4;44;-81;66;-0.19541153047710358
4;40;42;68;-0.2316395929170162
4;0;-90;119;-0.1086913883502939
4;12;101;103;-0.18376917424434558
4;35;-45;-119;-0.1610530502041393
4;21;29;-110;-0.1334076359092391
4;2;86;-84;-0.11884283182119915
5;40;54;62;-0.24332350368420053
5;29;8;-106;-0.10449045496816689
5;11;-55;-72;-0.17722077450248575
5;19;-79;25;-0.1431840548210055
5;44;-78;47;-0.21014272516392518
5;17;-24;-33;-0.15411479940067974
5;25;92;76;-0.20493782025163532
5;7;-78;60;-0.1890017483596077
5;12;105;103;-0.1977343115769019
5;42;40;-24;-0.25870871231781356
5;9;60;11;-0.19889809487307397
5;21;24;-123;-0.14953543303530603
5;23;-69;47;-0.18667687240470998
5;4;51;77;-0.1969416058936967
5;24;83;-9;-0.31091876193889834
5;38;-47;-94;-0.24674230357437532
5;0;-87;101;-0.12130704722656449
5;41;34;-27;-0.20806137974690153
5;27;84;-44;-0.21568175416736457
5;43;47;-39;-0.3117880113348267
5;32;-102;50;-0.20970541573174717
5;2;93;-93;-0.13420937067589767
5;33;71;-19;-0.2584448642087238
5;3;-101;-108;-0.0928823210581059
5;5;-28;-90;-0.16571351458562744
5;28;21;117;-0.13089852731509155
5;14;41;67;-0.18081474982502
5;10;76;92;-0.2679892451107737
5;18;63;-115;-0.13048658974821037
5;30;12;105;-0.16818418066120855
5;26;-58;57;-0.12934206483288535
5;13;70;115;-0.2527101852197464
5;36;46;47;-0.19041417226273172
5;39;5;83;-0.18469626751976498
5;34;47;-13;-0.21543290980882768
5;45;-60;14;-0.13503989793194016
5;16;-54;124;-0.09411714518855663
5;20;68;-45;-0.16500025383510086
